0.0,18354.211765,26242.5,18196.7,35672.6,1.0
0.0,16032.388235,23297.1,16238.84,31069.6,0.0
0.0,2747.084615,2992.3,2277.525,3370.6,0.0
0.0,27834.312727,163501.5,21749.48,118614.6,0.0
0.0,4845.622222,5117.2,3597.209091,17386.6,0.0
0.0,32280.196429,190543.6,28687.316667,133123.6,1.0
1.0,4452.068,4561.0,4616.075556,15403.0,0.0
0.0,5356.416667,12154.4,6280.076923,15914.6,0.0
0.0,44526.25,61125.1,35450.4,130814.6,0.0
1.0,18683.791837,26211.8,18399.080851,33917.6,0.0
0.0,51386.0,74490.7,47728.842857,98814.6,1.0
0.0,37651.466667,162380.5,32209.3375,174724.6,1.0
0.0,6739.094444,10947.0,5504.786667,10928.6,0.0
0.0,39062.096875,148242.8,35387.851613,141014.6,0.0
0.0,24589.462319,37023.5,24500.59403,53174.6,1.0
0.0,37618.737255,144523.9,34566.354167,125653.0,1.0
0.0,5668.280303,5882.2,4758.967742,17065.6,1.0
1.0,6127.028358,6254.4,6302.719355,15522.6,0.0
0.0,32222.99,140275.5,27846.785714,108430.0,0.0
0.0,15041.686486,21245.3,14621.502857,28614.6,1.0
0.0,3049.034783,3180.4,2598.677778,4917.6,0.0
0.0,23336.143077,45385.6,22381.492063,52780.6,1.0
0.0,6432.361538,15356.3,4158.727273,20614.6,0.0
1.0,2948.081538,3009.0,2923.54,7003.6,0.0
0.0,18016.105882,26100.7,16464.04,27200.0,0.0
0.0,45837.152308,179241.5,37590.177049,143000.0,1.0
0.0,5192.410256,60162.1,4337.435714,27114.6,1.0
0.0,4193.919149,4336.3,4099.609302,10044.6,0.0
0.0,27132.558065,37378.3,26324.753333,47263.6,0.0
1.0,15809.78,76776.9,9568.193939,46014.6,0.0
1.0,17698.285,28021.3,15697.688889,31137.6,0.0
0.0,17090.535294,27662.3,16233.853731,44015.6,0.0
0.0,5226.221154,41246.7,5007.344,28464.6,0.0
0.0,13206.01,21719.4,11261.071429,34795.6,1.0
0.0,6099.164706,6280.6,5673.446809,20529.6,0.0
0.0,43789.365385,139159.4,39498.483333,135631.6,0.0
0.0,22003.004615,42694.0,21499.196825,72194.6,1.0
0.0,11351.021277,14824.5,11231.56,22143.6,0.0
0.0,32575.573684,152977.0,31256.427027,85253.6,1.0
0.0,44657.942,63881.6,34881.9375,74191.0,1.0
0.0,24387.219231,35257.3,22526.08,48511.6,1.0
0.0,49012.870492,67678.6,44936.666667,116300.0,1.0
0.0,11685.951429,17540.0,10260.709091,21502.6,1.0
0.0,44657.961194,202776.4,36863.424615,142824.7,0.0
0.0,15623.115,27003.1,14590.166667,26318.6,1.0
0.0,66200.82,220546.4,54444.358824,198891.6,1.0
0.0,21882.015789,31817.5,21383.282353,29228.6,1.0
0.0,18727.093333,27200.3,17741.148837,59304.6,0.0
0.0,19719.641379,92077.5,17643.691667,68838.6,1.0
0.0,26809.878947,37693.1,25286.383784,46555.6,1.0
0.0,11127.621951,17519.3,10139.974359,23653.6,0.0
1.0,3294.023077,3992.1,2469.390909,3934.6,0.0
0.0,26317.044444,36855.8,25903.628169,44523.6,1.0
0.0,50565.247059,69322.6,39294.61875,131360.6,1.0
0.0,17884.225,26628.8,16951.622222,33307.6,0.0
0.0,6201.1,6468.3,5430.095238,10677.6,1.0
0.0,11638.132,16554.4,11297.147826,20217.6,0.0
0.0,11747.860606,15831.8,10778.109375,34657.6,1.0
0.0,4702.845833,4927.4,4988.778947,12822.6,0.0
0.0,25679.516667,36071.7,24733.765714,53514.6,1.0
1.0,12416.433962,17749.4,10823.258824,29614.6,0.0
0.0,3777.777778,12300.0,700.0,1000.0,0.0
1.0,4127.938462,4542.0,3398.755556,11583.6,0.0
0.0,35385.3525,97255.9,33882.984211,97419.6,1.0
0.0,20933.33125,29536.7,18704.632258,46817.6,1.0
0.0,5110.801429,5205.9,5247.221538,12527.6,0.0
0.0,22942.695,32987.5,22561.333333,50253.6,1.0
0.0,21955.257576,30440.2,20418.651613,48866.6,0.0
0.0,22673.256098,31304.1,20969.665,51375.6,1.0
0.0,6618.921212,50027.5,6321.96,26114.6,0.0
0.0,13663.987097,21688.0,12742.758621,26241.6,1.0
0.0,36284.165854,50981.7,30376.275,117658.6,0.0
0.0,2653.333333,10300.0,2066.666667,6700.0,0.0
0.0,22546.81875,31581.8,21882.270968,57817.6,1.0
0.0,19715.045455,28075.3,19354.68,25494.6,0.0
0.0,4350.0,12600.0,2000.0,4200.0,0.0
0.0,31316.521053,45760.0,26046.777778,50548.0,0.0
0.0,26873.906667,37168.8,26113.016949,59077.6,1.0
0.0,8591.041667,15869.1,7369.76,14247.6,1.0
0.0,3421.170588,3496.5,3373.098413,10524.6,0.0
0.0,13126.395745,22435.1,11489.035556,31638.6,1.0
0.0,9466.71831,53217.7,8925.414706,33114.6,0.0
0.0,43045.642222,64415.3,31252.595455,82931.7,1.0
0.0,3487.561905,34487.9,4591.666667,18700.0,1.0
1.0,51990.706667,144383.3,54226.615385,144414.6,0.0
0.0,25469.922727,178710.8,22744.439394,167534.0,0.0
0.0,23939.992857,33382.4,22963.814706,67251.6,0.0
0.0,10420.640909,16064.8,10450.328125,21959.6,0.0
0.0,28371.525714,64329.3,28255.358824,95736.6,0.0
0.0,7113.274286,19755.0,6665.187879,34491.6,1.0
0.0,5414.119355,5613.8,5084.259259,11910.6,0.0
